drug_id	target_id	action
DB00679	P28223	ant/agonist
DB00679	Q12809	inhibitor
DB00679	P10635	inhibitor
DB00679	P33261	substrate
DB00679	P05181	inhibitor
DB00680	Q14524	inhibitor
DB00681	P08684	inhibitor
DB00682	Q9BQB6	inhibitor
DB00682	O75469	unknown
DB00682	P11712	substrate
DB00682	P05177	substrate
DB00682	P33261	inhibitor
DB00682	P08684	substrate
DB00682	P10632	inhibitor
DB00682	P33260	substrate
DB00682	P02768	unknown
DB00682	P02763	unknown
DB00683	P14867	other
DB00683	P08684	inhibitor
DB00683	P22310	substrate
DB00683	P20815	substrate
DB00683	P24462	substrate
DB00684	P0A7S3	inhibitor
DB00684	P9WQG9	substrate
DB00685	P43700	inhibitor
DB00685	P43702	inhibitor
DB00685	P11388	inhibitor
DB00685	P05177	inhibitor
DB00686	P09038	ant/agonist
DB00686	P05230	ant/agonist
DB00686	P08620	inhibitor
DB00687	P08235	ant/agonist
DB00687	P04150	ant/agonist
DB00687	P08684	substrate
DB00687	P80365	substrate
DB00687	P28845	substrate
DB00687	P02768	substrate
DB00687	P08185	substrate
DB00688	P20839	inhibitor
DB00688	P12268	inhibitor
DB00688	Q03393	inhibitor
DB00688	P22309	substrate
DB00688	Q9HAW7	substrate
DB00688	P19224	substrate
DB00688	O60656	substrate
DB00688	P16662	substrate
DB00688	Q9HAW9	substrate
DB00688	Q9HAW8	substrate
DB00688	P23141	substrate
DB00688	P08684	substrate
DB00688	P20815	substrate
DB00688	P10632	substrate
DB00688	Q6IPK9	substrate
DB00688	Q9Y6L6	substrate
DB00688	Q9NPD5	substrate
DB00688	Q9UNQ0	substrate
DB00688	P08183	substrate
DB00688	Q92887	unknown
DB00689	P02919	ant/agonist
DB00689	O76082	inhibitor
DB00690	P14867	other
DB00690	P08684	substrate
DB00690	P05181	inhibitor
DB00690	P11509	substrate
DB00690	P08183	inhibitor
DB00690	O15244	inhibitor
DB00691	P12821	inhibitor
DB00691	P46059	substrate
DB00691	Q16348	substrate
DB00692	P08913	ant/agonist
DB00692	P35348	ant/agonist
DB00692	P35368	ant/agonist
DB00692	P25100	ant/agonist
DB00693	P06310	other
DB00693	Q4U2R8	inhibitor
DB00693	O95342	substrate
DB00693	P33527	substrate
DB00694	P11388	inhibitor
DB00694	Q02880	inhibitor
DB00694	P08684	inhibitor
DB00694	P20815	other
DB00694	P04798	substrate
DB00694	Q16678	inhibitor
DB00694	P47989	substrate
DB00694	P16435	substrate
DB00694	P08183	inhibitor
DB00694	P33527	inhibitor
DB00694	Q5T3U5	substrate
DB00694	Q92887	inhibitor
DB00694	O95255	substrate
DB00694	O95342	substrate
DB00694	Q9UNQ0	substrate
DB00695	Q13621	inhibitor
DB00695	P00918	inhibitor
DB00695	Q9HC97	ant/agonist
DB00695	P52209	inhibitor
DB00695	P22309	substrate
DB00695	P02768	other
DB00695	P05543	other
DB00695	Q4U2R8	inhibitor
DB00695	O76082	inhibitor
DB00695	Q8TCC7	inhibitor
DB00695	Q92887	inhibitor
DB00695	Q92959	inhibitor
DB00695	Q9NSA0	inhibitor
DB00696	P28221	ant/agonist
DB00696	P28222	ant/agonist
DB00696	P28223	ant/agonist
DB00696	P14416	ant/agonist
DB00696	P35348	ant/agonist
DB00696	P35368	ant/agonist
DB00696	P25100	ant/agonist
DB00696	P08913	ant/agonist
DB00696	P21728	ant/agonist
DB00696	P08908	ant/agonist
DB00696	P30939	ant/agonist
DB00696	P28335	ant/agonist
DB00696	P41595	unknown
DB00696	P18825	unknown
DB00696	P08684	inhibitor
DB00696	P08183	inhibitor
DB00697	P08913	ant/agonist
DB00697	Q9Y2I1	ant/agonist
DB00697	P35348	ant/agonist
DB00697	P05177	substrate
DB00698	P52647	other
DB00698	P17117	other
DB00698	P0A7R5	inhibitor
DB00698	P16435	substrate
DB00698	Q9UNQ0	substrate
DB00698	O95342	substrate
DB00698	P08183	substrate
DB00698	Q92887	unknown
DB00699	P35348	ant/agonist
DB00699	P10635	substrate
DB00700	P08235	ant/agonist
DB00700	P08684	substrate
DB00700	P20815	substrate
DB00700	P19099	inhibitor
DB00701	Q72874	inhibitor
DB00701	P08684	inhibitor
DB00701	P20813	inhibitor
DB00701	P33261	inhibitor
DB00701	P11712	substrate
DB00701	P10635	substrate
DB00701	P20815	substrate
DB00701	P08183	substrate
DB00701	P33527	inhibitor
DB00701	Q9Y6L6	inhibitor
DB00702	P04746	substrate
DB00703	P00915	inhibitor
DB00703	P22748	inhibitor
DB00703	P00918	inhibitor
DB00703	P43166	inhibitor
DB00703	P07451	inhibitor
DB00703	Q4U2R8	inhibitor
DB00704	P41143	ant/agonist
DB00704	P35372	ant/agonist
DB00704	P41145	ant/agonist
DB00704	Q5T1J1	ant/agonist
DB00704	P22309	substrate
DB00705	Q72547	inhibitor
DB00705	P08684	inhibitor
DB00705	P10635	inhibitor
DB00705	P20815	inhibitor
DB00705	P24462	inhibitor
DB00705	P11712	inhibitor
DB00705	P33261	inhibitor
DB00706	P35348	ant/agonist
DB00706	P25100	ant/agonist
DB00706	P35368	ant/agonist
DB00706	P08684	substrate
DB00706	P10635	substrate
DB00706	P02763	unknown
DB00707	P01130	other
DB00707	P12314	ant/agonist
DB00708	P35372	ant/agonist
DB00708	P41143	ant/agonist
DB00708	P41145	unknown
DB00708	P08684	substrate
DB00709	Q72547	inhibitor
DB00709	Q05486	inhibitor
DB00709	P27707	substrate
DB00709	P30085	substrate
DB00709	P00558	substrate
DB00709	P15531	substrate
DB00709	P22392	substrate
DB00709	P49585	substrate
DB00709	Q99447	substrate
DB00709	Q8TCD5	substrate
DB00709	P02768	unknown
DB00709	P33527	inhibitor
DB00709	Q4U2R8	substrate
DB00709	Q9UNQ0	substrate
DB00709	O15245	substrate
DB00709	O15244	substrate
DB00709	O75751	substrate
DB00709	P08183	substrate
DB00709	O15439	substrate
DB00709	O15438	substrate
DB00709	Q92887	unknown
DB00710	P14324	inhibitor
DB00710	O95749	inhibitor
DB00711	P09917	inhibitor
DB00711	P23219	inhibitor
DB00711	P06276	inhibitor
DB00712	P23219	inhibitor
DB00712	P35354	inhibitor
DB00712	P11712	substrate
DB00712	P16662	substrate
DB00712	P22309	inhibitor
DB00712	P35503	substrate
DB00712	O60656	substrate
DB00712	P06133	substrate
DB00712	P02768	other
DB00712	O15439	inhibitor
DB00712	Q4U2R8	inhibitor
DB00713	Q75Y35	inhibitor
DB00713	Q8DNB6	inhibitor
DB00713	Q8DR59	inhibitor
DB00713	P0A3M6	inhibitor
DB00713	Q7CRA4	inhibitor
DB00713	Q8XJ01	inhibitor
DB00713	P46059	inhibitor
DB00713	D6R448	unknown
DB00713	Q16348	inhibitor
DB00714	P21917	ant/agonist
DB00714	P14416	ant/agonist
DB00714	P35462	ant/agonist
DB00714	P21918	ant/agonist
DB00714	P21728	ant/agonist
DB00714	P18825	ant/agonist
DB00714	P18089	ant/agonist
DB00714	P08908	ant/agonist
DB00714	P28223	ant/agonist
DB00714	P41595	ant/agonist
DB00714	P28335	ant/agonist
DB00714	P08913	ant/agonist
DB00714	P28221	ant/agonist
DB00714	P28222	ant/agonist
DB00714	P21964	substrate
DB00714	P50225	substrate
DB00714	P50226	substrate
DB00714	P0DMM9	substrate
DB00714	P49888	substrate
DB00714	O43704	substrate
DB00714	P20813	substrate
DB00714	P10632	substrate
DB00714	P08684	unknown
DB00714	P20815	substrate
DB00714	P22309	substrate
DB00714	P02768	other
DB00714	Q05940	other
DB00715	P31645	inhibitor
DB00715	P23975	inhibitor
DB00715	P28223	ant/agonist
DB00715	P35348	other
DB00715	P08913	other
DB00715	P08588	inhibitor
DB00715	P14416	other
DB00715	P35367	inhibitor
DB00715	P08908	unknown
DB00715	P11229	inhibitor
DB00715	P41595	ant/agonist
DB00715	P21728	other
DB00715	P10635	inhibitor
DB00715	P11712	inhibitor
DB00715	P20813	inhibitor
DB00715	P05177	inhibitor
DB00715	P08684	inhibitor
DB00715	P33261	inhibitor
DB00715	P08183	inhibitor
DB00716	Q9Y271	other
DB00716	Q9NS75	ant/agonist
DB00716	P21462	ant/agonist
DB00716	Q13258	unknown
DB00716	P07900	unknown
DB00717	P06401	ant/agonist
DB00717	P10275	ant/agonist
DB00717	P04150	ant/agonist
DB00717	P08684	substrate
DB00717	P17516	substrate
DB00717	P26439	substrate
DB00717	P18405	substrate
DB00717	P51857	substrate
DB00717	P33261	substrate
DB00717	P05177	substrate
DB00717	P11509	substrate
DB00717	P02768	substrate
DB00717	P04278	substrate
DB00717	P08183	inhibitor
DB00718	P24024	other
DB00718	P54819	substrate
DB00718	P27144	substrate
DB00718	P15531	substrate
DB00718	P22392	substrate
DB00718	Q4U2R8	inhibitor
DB00718	O15439	substrate
DB00718	O15440	substrate
DB00718	O75751	substrate
DB00719	P35367	ant/agonist
DB00719	P08684	other
DB00720	P12235	inhibitor
DB00720	P05141	inhibitor
DB00720	P12236	inhibitor
DB00720	P35354	inhibitor
DB00721	Q9Y5Y9	inhibitor
DB00721	Q8TCU5	ant/agonist
DB00721	P46098	ant/agonist
DB00721	Q01959	inhibitor
DB00721	Q15822	ant/agonist
DB00721	Q12791	other
DB00721	P47712	inhibitor
DB00721	Q86U10	inhibitor
DB00721	P21397	inhibitor
DB00721	P26358	inhibitor
DB00721	Q9Y6K1	inhibitor
DB00721	P06276	inhibitor
DB00721	P23975	inhibitor
DB00721	P31645	inhibitor
DB00722	P12821	inhibitor
DB00722	P00797	inhibitor
DB00722	P46059	inhibitor
DB00722	Q16348	substrate
DB00723	P35348	ant/agonist
DB00723	P35368	ant/agonist
DB00723	P25100	other
DB00724	Q9NYK1	ant/agonist
DB00724	Q9NR97	ant/agonist
DB00724	P08684	substrate
DB00725	P08172	ant/agonist
DB00725	P11229	ant/agonist
DB00725	P08173	ant/agonist
DB00725	P08912	ant/agonist
DB00725	P20309	ant/agonist
DB00726	P31645	inhibitor
DB00726	P23975	inhibitor
DB00726	Q01959	inhibitor
DB00726	P28223	ant/agonist
DB00726	P08908	ant/agonist
DB00726	P35348	ant/agonist
DB00726	P35368	ant/agonist
DB00726	P14416	other
DB00726	P18089	other
DB00726	P35367	ant/agonist
DB00726	P28335	ant/agonist
DB00726	P46098	other
DB00726	P28221	other
DB00726	P08913	other
DB00726	P21728	other
DB00726	P08588	other
DB00726	P11229	other
DB00726	P08909	other
DB00726	P10635	substrate
DB00726	P33261	substrate
DB00726	P11712	substrate
DB00726	P08183	substrate
DB00727	P16066	ant/agonist
DB00727	P05091	substrate
DB00728	Q15822	ant/agonist
DB00728	P08172	ant/agonist
DB00728	P46098	ant/agonist
DB00728	O15245	substrate
DB00728	P46721	substrate
DB00730	P00363	inhibitor
DB00730	P05177	inhibitor
DB00730	P04798	other
DB00731	Q09428	inhibitor
DB00731	P37231	ant/agonist
DB00731	P11712	substrate
DB00731	P08684	substrate
DB00731	P20815	substrate
DB00731	P24462	substrate
DB00731	P23219	substrate
DB00731	O60656	substrate
DB00731	P10635	substrate
DB00731	P02768	unknown
DB00731	P02763	unknown
DB00731	O15439	substrate
DB00731	P53985	substrate
DB00731	P46059	inhibitor
DB00731	Q16348	inhibitor
DB00731	Q4U2R8	inhibitor
DB00732	Q15822	ant/agonist
DB00733	P22303	other
DB00733	P06276	other
DB00734	P28223	ant/agonist
DB00734	P14416	ant/agonist
DB00734	P35368	ant/agonist
DB00734	P18089	ant/agonist
DB00734	P35348	ant/agonist
DB00734	P18825	ant/agonist
DB00734	P35367	ant/agonist
DB00734	P28335	ant/agonist
DB00734	P28221	ant/agonist
DB00734	P08908	ant/agonist
DB00734	P34969	ant/agonist
DB00734	P21728	ant/agonist
DB00734	P10635	inhibitor
DB00734	P08684	substrate
DB00734	P02768	other
DB00734	P02763	other
DB00734	P08183	substrate
DB00735	Q14534	inhibitor
DB00736	P20648	inhibitor
DB00736	O94760	unknown
DB00736	P33261	inhibitor
DB00736	P08684	substrate
DB00736	P08183	inhibitor
DB00736	Q8TCC7	inhibitor
DB00737	P35367	ant/agonist
DB00737	Q14994	ant/agonist
DB00737	P10635	substrate
DB00737	P02768	other
DB00738	O14717	other
DB00738	P33261	substrate
DB00738	P04798	substrate
DB00738	P10635	substrate
DB00738	P20815	substrate
DB00738	Q02928	substrate
DB00739	Q8DNB6	inhibitor
DB00739	Q7CRA4	inhibitor
DB00739	Q75Y35	inhibitor
DB00739	Q8DR59	inhibitor
DB00739	P0A3M6	inhibitor
DB00740	Q14524	inhibitor
DB00740	Q9UPY5	other
DB00740	P05177	substrate
DB00740	P04798	substrate
DB00740	Q9UNQ0	substrate
DB00741	P04150	ant/agonist
DB00741	P04083	ant/agonist
DB00741	P08684	substrate
DB00741	P20815	substrate
DB00741	P24462	substrate
DB00741	P15538	substrate
DB00741	P19099	substrate
DB00741	P10632	other
DB00741	P51857	substrate
DB00741	P31213	substrate
DB00741	P80365	substrate
DB00741	P28845	substrate
DB00741	P11509	other
DB00741	Q16678	other
DB00741	P20813	other
DB00741	P11712	other
DB00741	P33261	other
DB00741	P04278	other
DB00741	P08185	other
DB00741	P08183	substrate
DB00741	P46721	inhibitor
DB00741	Q8TCC7	substrate
DB00742	O08355	substrate
DB00743	P02768	other
DB00744	P09917	inhibitor
DB00744	P11712	substrate
DB00744	P05177	substrate
DB00744	P08684	substrate
DB00744	P23219	substrate
DB00744	O60656	substrate
DB00744	P02768	unknown
DB00745	Q01959	inhibitor
DB00745	P35368	ant/agonist
DB00745	P33261	inhibitor
DB00745	P08684	substrate
DB00745	P05177	other
DB00745	P20813	inhibitor
DB00745	P11712	inhibitor
DB00745	P20815	inhibitor
DB00746	P05067	unknown
DB00746	P47989	inhibitor
DB00747	P11229	ant/agonist
DB00747	P14410	inhibitor
DB00747	P08172	ant/agonist
DB00747	P20309	ant/agonist
DB00747	P08173	ant/agonist
DB00747	P08912	ant/agonist
DB00747	P43681	unknown
DB00747	P17787	unknown
DB00747	P08183	inhibitor
DB00748	P35367	ant/agonist
DB00749	P35354	inhibitor
DB00749	P23219	inhibitor
DB00749	P19793	other
DB00749	P11712	substrate
DB00749	O60656	substrate
DB00749	P35503	substrate
DB00749	Q9HAW8	substrate
DB00749	P16662	substrate
DB00749	P02768	unknown
DB00749	Q4U2R8	inhibitor
DB00750	Q14524	inhibitor
DB00751	P35367	ant/agonist
DB00751	P25021	ant/agonist
DB00751	P35348	unknown
DB00751	P08913	unknown
DB00751	P28223	ant/agonist
DB00751	P34969	ant/agonist
DB00751	P20813	substrate
DB00751	P10635	inhibitor
DB00751	P08684	substrate
DB00751	P08183	substrate
DB00752	P27338	inhibitor
DB00752	P21397	inhibitor
DB00752	P10635	inhibitor
DB00752	P11712	inhibitor
DB00752	P33261	inhibitor
DB00752	P05177	inhibitor
DB00752	P05181	inhibitor
DB00752	P11509	inhibitor
DB00753	P14867	other
DB00753	P98194	inhibitor
DB00753	P23415	ant/agonist
DB00753	P42261	ant/agonist
DB00753	Q09470	other
DB00753	P30049	unknown
DB00753	P0DP23	other
DB00753	P43681	ant/agonist
DB00753	P17787	ant/agonist
DB00753	P05181	substrate
DB00753	P20813	inhibitor
DB00753	P03886	inhibitor
DB00753	P02768	unknown
DB00754	Q14524	inhibitor
DB00754	O75469	other
DB00754	P05543	substrate
DB00755	P28702	ant/agonist
DB00755	P48443	ant/agonist
DB00755	P13631	ant/agonist
DB00755	P00352	unknown
DB00755	Q8NFJ5	unknown
DB00755	O94788	unknown
DB00755	P49788	ant/agonist
DB00755	P10276	unknown
DB00755	P10826	unknown
DB00755	P31025	unknown
DB00755	Q9NY56	unknown
DB00755	P02753	unknown
DB00755	Q16654	unknown
DB00755	P19793	unknown
DB00755	O43174	unknown
DB00755	Q9NR63	unknown
DB00755	Q6V0L0	unknown
DB00755	O60760	unknown
DB00755	P24462	substrate
DB00755	P20813	substrate
DB00755	P10632	substrate
DB00755	P11712	substrate
DB00755	P08684	substrate
DB00755	P20815	substrate
DB00755	P11509	substrate
DB00755	P33260	substrate
DB00755	P04798	substrate
DB00755	Q02928	substrate
DB00755	P02768	unknown
DB00755	P29762	substrate
DB00755	P29373	substrate
DB00756	P06149	inhibitor
DB00756	O14521	inhibitor
DB00756	P00367	inhibitor
DB00756	P03372	unknown
DB00757	P46098	ant/agonist
DB00757	P08684	substrate
DB00757	P10635	substrate
DB00757	P11712	substrate
DB00758	Q9H244	ant/agonist
DB00758	P08684	substrate
DB00758	P20813	inhibitor
DB00758	P20815	substrate
DB00758	P33261	substrate
DB00758	P11712	inhibitor
DB00758	P05177	substrate
DB00758	P10632	inhibitor
DB00758	P23141	substrate
DB00758	P08183	substrate
DB00758	O15245	inhibitor
DB00758	O15244	inhibitor
DB00759	P02359	inhibitor
DB00759	P0AG59	inhibitor
DB00759	P0A7V3	inhibitor
DB00759	P0A7W7	inhibitor
DB00759	P0A7U3	inhibitor
DB00759	P04156	inhibitor
DB00759	C9EH48	unknown
DB00759	Q9UM07	unknown
DB00759	P08684	inhibitor
DB00759	P02768	unknown
DB00759	Q4U2R8	inhibitor
DB00759	Q8TCC7	inhibitor
DB00759	Q9NSA0	inhibitor
DB00759	Q9Y694	inhibitor
DB00759	O94956	inhibitor
DB00760	P24228	inhibitor
DB00760	P14489	substrate
DB00761	P55011	substrate
DB00761	Q13621	substrate
DB00761	Q9H2X9	substrate
DB00761	Q9UHW9	substrate
DB00761	Q9Y666	substrate
DB00761	Q9UP95	substrate
DB00762	P11387	inhibitor
DB00762	Q969P6	inhibitor
DB00762	P08684	substrate
DB00762	P20815	substrate
DB00762	P20813	substrate
DB00762	P24462	substrate
DB00762	P22309	substrate
DB00762	O60656	substrate
DB00762	P23141	substrate
DB00762	O00748	substrate
DB00762	P06276	substrate
DB00762	P02768	substrate
DB00762	O75751	inhibitor
DB00762	Q9Y6L6	inhibitor
DB00762	P33527	substrate
DB00762	Q9UNQ0	substrate
DB00762	P08183	substrate
DB00762	Q92887	substrate
DB00763	P07202	inhibitor
DB00763	P05177	inhibitor
DB00763	P11509	inhibitor
DB00763	P20813	inhibitor
DB00763	P33261	inhibitor
DB00763	P11712	inhibitor
DB00763	P10635	inhibitor
DB00763	P05181	inhibitor
DB00763	P08684	inhibitor
DB00763	P31513	substrate
DB00764	P04150	ant/agonist
DB00764	P06401	ant/agonist
DB00764	P10632	inhibitor
DB00764	P08684	substrate
DB00764	P20815	other
DB00765	P07101	other
DB00766	P13866	other
DB00767	P35367	ant/agonist
DB00767	P08173	ant/agonist
DB00767	P11229	ant/agonist
DB00767	P08912	ant/agonist
DB00767	P08172	ant/agonist
DB00767	P20309	ant/agonist
DB00768	P35367	ant/agonist
DB00768	P25021	ant/agonist
DB00768	Q9Y5N1	ant/agonist
DB00768	P23297	ant/agonist
DB00768	P80511	ant/agonist
DB00768	P04271	other
DB00768	Q99584	other
DB00768	P29034	ant/agonist
DB00768	P08684	substrate
DB00768	Q01740	substrate
DB00768	P31513	substrate
DB00768	P02768	other
DB00768	P08183	substrate
DB00769	P04150	ant/agonist
DB00769	P08684	other
DB00770	P43116	ant/agonist
DB00770	P34995	ant/agonist
DB00770	Q9Y5Y4	ant/agonist
DB00770	O15440	inhibitor
DB00770	O94956	inhibitor
DB00770	Q9UIG8	inhibitor
DB00770	O15439	substrate
DB00770	Q92959	substrate
DB00770	Q4U2R8	inhibitor
DB00771	P11229	ant/agonist
DB00772	P06276	inhibitor
DB00772	P05177	substrate
DB00772	P20813	substrate
DB00773	P11388	inhibitor
DB00773	Q02880	inhibitor
DB00773	P08684	inhibitor
DB00773	P05177	substrate
DB00773	P05181	substrate
DB00773	P20815	substrate
DB00773	P22309	substrate
DB00773	P30711	substrate
DB00773	P09211	substrate
DB00773	P35354	substrate
DB00773	P23219	substrate
DB00773	O15438	inhibitor
DB00773	O95255	inhibitor
DB00773	P08183	inhibitor
DB00773	P33527	inhibitor
DB00773	Q5T3U5	inhibitor
DB00773	Q92887	inhibitor
DB00773	Q9UNQ0	substrate
DB00774	P43166	inhibitor
DB00774	Q16790	inhibitor
DB00774	Q13621	inhibitor
DB00774	P05023	other
DB00774	Q12791	other
DB00774	P00915	inhibitor
DB00774	P00918	inhibitor
DB00774	P22748	inhibitor
DB00774	O43570	inhibitor
DB00774	P02768	other
DB00774	Q4U2R8	inhibitor
DB00774	Q8TCC7	inhibitor
DB00775	P08514	ant/agonist
DB00775	P05106	ant/agonist
DB00776	P35498	inhibitor
DB00776	Q04828	substrate
DB00776	P52895	substrate
DB00776	P42330	substrate
DB00776	P17516	substrate
DB00776	P16152	substrate
DB00776	O75828	substrate
DB00776	P33261	inhibitor
DB00776	P08684	inhibitor
DB00776	P20815	inhibitor
DB00776	P02768	substrate
DB00776	P08183	substrate
DB00777	P35367	ant/agonist
DB00777	P11229	ant/agonist
DB00777	P35348	ant/agonist
DB00777	P14416	ant/agonist
DB00777	P28223	ant/agonist
DB00777	P28335	ant/agonist
DB00778	P0A7J6	inhibitor
DB00778	P08183	unknown
DB00778	P08684	inhibitor
DB00778	P20813	inhibitor
DB00779	P48775	inhibitor
DB00779	P05177	inhibitor
DB00779	Q4U2R8	inhibitor
DB00780	P21397	substrate
DB00780	P27338	substrate
DB00780	Q16853	inhibitor
DB00780	P80404	inhibitor
DB00780	P24298	inhibitor
DB00780	Q8TD30	inhibitor
DB00780	Q9UGI5	inhibitor
DB00780	P05181	other
DB00780	P33261	inhibitor
DB00780	P10632	inhibitor
DB00780	P08684	inhibitor
DB00780	P20815	inhibitor
DB00780	P24462	inhibitor
DB00780	P10635	inhibitor
DB00782	P11229	ant/agonist
DB00783	P03372	ant/agonist
DB00783	Q92731	ant/agonist
DB00783	O75469	other
DB00783	P43681	other
DB00783	Q99527	other
DB00783	P00846	inhibitor
DB00783	Q14457	other
DB00783	P08684	substrate
DB00783	P05177	inhibitor
DB00783	P20815	substrate
DB00783	P24462	substrate
DB00783	P22309	substrate
DB00783	P04798	substrate
DB00783	Q16678	substrate
DB00783	P33261	substrate
DB00783	P10632	substrate
DB00783	P11712	substrate
DB00783	P54855	other
DB00783	P21964	substrate
DB00783	P04278	other
DB00783	P02768	unknown
DB00783	P12104	other
DB00783	O15244	inhibitor
DB00783	O75751	inhibitor
DB00783	Q5T3U5	inhibitor
DB00783	Q9NSA0	inhibitor
DB00783	Q9UNQ0	inhibitor
DB00783	Q9Y6L6	inhibitor
DB00783	P08183	substrate
DB00783	Q8TCC7	substrate
DB00783	Q9NPD5	unknown
DB00783	Q9NYB5	substrate
DB00784	P35354	inhibitor
DB00784	P23219	inhibitor
DB00784	P11712	substrate
DB00784	P10632	inhibitor
DB00784	O60656	inhibitor
DB00784	P02768	unknown
DB00785	P08172	ant/agonist
DB00785	P08588	inhibitor
DB00786	P03956	inhibitor
DB00786	P08253	inhibitor
DB00786	P08254	ant/agonist
DB00786	P09237	ant/agonist
DB00786	P22894	inhibitor
DB00786	P14780	inhibitor
DB00786	P09238	ant/agonist
DB00786	P24347	ant/agonist
DB00786	P39900	inhibitor
DB00786	P45452	inhibitor
DB00786	P50281	inhibitor
DB00786	P51511	inhibitor
DB00786	P51512	inhibitor
DB00786	Q9ULZ9	inhibitor
DB00786	Q99542	inhibitor
DB00786	O60882	inhibitor
DB00786	Q8N119	inhibitor
DB00786	O75900	inhibitor
DB00786	Q9Y5R2	inhibitor
DB00786	Q9NPA2	inhibitor
DB00786	Q9NRE1	inhibitor
DB00786	Q9H306	inhibitor
DB00786	Q9H239	inhibitor
DB00787	P03176	other
DB00787	P04293	inhibitor
DB00787	P09252	inhibitor
DB00787	Q9QNF7	substrate
DB00787	Q16774	substrate
DB00787	P15531	substrate
DB00787	P30613	substrate
DB00787	P12277	substrate
DB00787	P00558	substrate
DB00787	Q9P2R7	substrate
DB00787	Q16822	substrate
DB00787	Q8N142	substrate
DB00787	P02768	other
DB00787	O15245	inhibitor
DB00787	Q4U2R8	inhibitor
DB00787	Q8TCC7	inhibitor
DB00787	Q12908	substrate
DB00787	Q96FL8	substrate
DB00787	Q86VL8	substrate
DB00788	P23219	inhibitor
DB00788	Q51911	unknown
DB00788	P35354	inhibitor
DB00788	P11712	substrate
DB00788	P05177	substrate
DB00788	P10632	substrate
DB00788	P16662	substrate
DB00788	P35503	substrate
DB00788	P19224	substrate
DB00788	Q9HAW7	substrate
DB00788	Q9HAW9	substrate
DB00788	O60656	substrate
DB00788	Q9HAW8	substrate
DB00788	P02768	unknown
DB00788	P46721	inhibitor
DB00788	Q4U2R8	inhibitor
DB00788	O95342	substrate
DB00788	P08183	inhibitor
DB00788	Q8TCC7	unknown
DB00789	P52209	inhibitor
DB00790	P12821	inhibitor
DB00790	Q6FHJ7	inhibitor
DB00790	P06276	inhibitor
DB00790	P46059	substrate
DB00790	Q16348	substrate
DB00792	P35367	ant/agonist
DB00792	P10635	inhibitor
DB00794	P14867	other
DB00794	P47869	other
DB00794	P34903	other
DB00794	P48169	other
DB00794	P31644	other
DB00794	Q16445	other
DB00794	P43681	ant/agonist
DB00794	P36544	ant/agonist
DB00794	P42262	ant/agonist
DB00794	Q13002	ant/agonist
DB00794	P11712	substrate
DB00794	P33261	substrate
DB00794	P05181	substrate
DB00794	P08684	other
DB00794	P05177	other
DB00794	P22309	other
DB00794	Q9HCF6	inhibitor
DB00795	P09917	inhibitor
DB00795	P35354	inhibitor
DB00795	P23219	inhibitor
DB00795	P37231	ant/agonist
DB00795	O15111	inhibitor
DB00795	O14920	inhibitor
DB00795	Q9UPY5	inhibitor
DB00795	P24752	inhibitor
DB00795	P24557	ant/agonist
DB00795	P04054	ant/agonist
DB00795	Q9UNQ0	inhibitor
DB00795	Q92887	substrate
DB00795	Q96NT5	inhibitor
DB00795	Q9Y6L6	inhibitor
DB00795	Q9NPD5	inhibitor
DB00795	O94956	inhibitor
DB00796	P30556	ant/agonist
DB00796	P11712	substrate
DB00796	P10632	inhibitor
DB00796	P35503	substrate
DB00796	P23219	substrate
DB00796	P08183	inhibitor
DB00797	P35348	ant/agonist
DB00797	P08913	ant/agonist
DB00797	P35367	ant/agonist
DB00797	P25021	ant/agonist
DB00797	P18825	other
DB00797	P18089	other
DB00798	P0A7S3	other
DB00798	P98164	other
DB00798	P08164	unknown
DB00798	P00374	unknown
DB00798	Q4U2R8	inhibitor
DB00799	P10276	ant/agonist
DB00799	P28702	ant/agonist
DB00799	P13631	ant/agonist
DB00799	P10826	ant/agonist
DB00799	P10632	substrate
DB00800	P21918	ant/agonist
DB00800	P21728	ant/agonist
DB00800	P18089	ant/agonist
DB00800	P18825	ant/agonist
DB00800	P08913	ant/agonist
DB00800	P35368	inhibitor
DB00800	P25100	inhibitor
DB00800	P35348	inhibitor
DB00801	P14867	other
DB00802	P35372	ant/agonist
DB00802	P08684	substrate
DB00802	P24462	substrate
DB00802	P20815	substrate
DB00802	P02763	unknown
DB00802	P02768	unknown
DB00802	P08183	inhibitor
DB00804	P11229	ant/agonist
DB00804	P08172	ant/agonist
DB00805	P21397	inhibitor
DB00805	P41595	ant/agonist
DB00805	P28223	ant/agonist
DB00805	P28335	ant/agonist
DB00805	P22303	inhibitor
DB00805	P31645	inhibitor
DB00805	P21728	ant/agonist
DB00805	P14416	ant/agonist
DB00805	P11229	ant/agonist
DB00805	P10635	substrate
DB00806	P30542	ant/agonist
DB00806	P29274	ant/agonist
DB00806	P21589	inhibitor
DB00806	P05177	substrate
DB00807	Q9Y5Y9	inhibitor
DB00808	P55017	inhibitor
DB00808	P08684	substrate
DB00808	P07099	substrate
DB00808	P02763	other
DB00808	P02768	other
DB00809	P08173	ant/agonist
DB00809	P11229	ant/agonist
DB00809	P08172	ant/agonist
DB00809	P20309	ant/agonist
DB00810	P11229	ant/agonist
DB00810	P10635	inhibitor
DB00811	P20839	inhibitor
DB00811	P12268	unknown
DB00811	P26676	ant/agonist
DB00811	P16502	inhibitor
